user_id,date,amount,type,category,subcategory,payment_method,description,balance_after
25,2025-12-25,105536.52,expense,Transport,tol,debit,Pembayaran tol,-22152285.42
22,2025-01-03,0.01,expense,Entertainment,game topup,cash,Pembayaran game topup,2489419.85
15,2025-06-21,67153.07,expense,Others,lain-lain,cash,Pembayaran lain-lain,3787160.36
25,2025-12-27,147935.48,expense,,minimarket,e-wallet,Pembayaran minimarket,-22330022.08
44,2025-05-08,983708.43,expense,Bills,listrik,e-wallet,Pembayaran listrik,5062974.72
50,2025-09-10,89898.42,expense,Transport,parkir,debit,Pembayaran parkir,-44532206.38
13,2025-08-18,64302.44,expense,transport,parkir,e-wallet,Pembayaran parkir,-9334976.3
34,2025-08-15,21035.22,expense,Others,biaya admin,e-wallet,Pembayaran biaya admin,-8216910.78
39,2025-06-01,47339.58,expense,Entertainment,bioskop,debit,Pembayaran bioskop,-1722320.22
11,2025-03-29,2155096.63,expense,Bills,internet,debit,Pembayaran internet,-17845159.9
25,2025-08-24,24627.91,expense,OTHERS,hadiah,e-wallet,Pembayaran hadiah,-9721414.09
14,2025-06-12,45685.52,expense,Others,lain-lain,debit,Pembayaran lain-lain,-4956527.62
42,2025-09-26,1152630.02,expense,Bills,AIR,cash,Pembayaran air,-34248628.02
47,2025-05-16,17325.56,expense,Others,biaya admin,e-wallet,Pembayaran biaya admin,14846571.4
24,2025-12-02,68285.92,expense,Transport,bensin,debit,Pembayaran bensin,-33257790.09
13,2025-03-26,40213.83,expense,Transport,ojek online,DEBIT,Pembayaran ojek online,-5592084.36
49,2025-05-15,53305.92,expense,Food,kopi,e-wallet,Pembayaran kopi,21042615.03
2,2025-03-19,521701.0,expense,Shopping,peralatan rumah,debit,Pembayaran peralatan rumah,7066453.13
4,2025-07-09,522674.44,expense,Entertainment,game topup,cash,Pembayaran game topup,-11579219.37
10,2025-08-14,43123.88,expense,Transport,tol,cash,Pembayaran tol,-2408715.47
45,2025-02-18,86584.46,expense,Transport,ojek online,e-wallet,Pembayaran ojek online,17944042.66
23,2025-08-15,706530.1,expense,Bills,listrik,debit,Pembayaran listrik,-11726372.46
41,2025-01-31,198450.49,expense,Food,go-food,cash,Pembayaran go-food,12562702.78
10,2025-02-07,97413.43,expense,Entertainment,game topup,e-wallet,Pembayaran game topup,2569703.46
43,2025-03-09,162229.8,expense,Food,restoran,e-wallet,Pembayaran restoran,2837499.2
34,2025-08-31,47282.49,expense,Others,,e-wallet,Pembayaran lain-lain,-9628726.27
12,2025-03-09,183977.5,expense,Food,warung,debit,Pembayaran warung,6550734.74
36,2025-01-29,17100.14,expense,,lain-lain,e-wallet,Pembayaran lain-lain,-2902907.81
22,2025-10-28,59442.01,expense,,sedekah,debit,Pembayaran sedekah,-15807866.69
2,2025-05-18,34060.77,expense,Others,hadiah,e-wallet,Pembayaran hadiah,24465857.39
38,2025-02-12,8369.65,expense,Others,hadiah,debit,Pembayaran hadiah,4604120.12
35,2025-09-04,117132.48,expense,,SPOTIFY,cash,Pembayaran spotify,1186947.7
5,2025-08-04,99328.66,expense,Entertainment,netflix,cash,,27625839.55
18,2025-05-05,83657.31,expense,Food,restoran,debit,Pembayaran restoran,8486943.68
49,2025-11-25,45324.79,expense,Food,go-food,cash,Pembayaran go-food,39263535.91
33,2025-08-21,43563.73,expense,Transport,SERVIS,cash,Pembayaran servis,4577932.07
23,2025-02-23,68567.61,expense,FOOD,warung,cash,Pembayaran warung,-1441857.77
12,2025-07-02,99404.98,expense,Food,KOPI,debit,Pembayaran kopi,6939940.7
15,2025-11-03,255290.9,expense,Bills,air,debit,Pembayaran air,-13043781.94
4,2025-01-17,94640.76,expense,Transport,servis,cash,Pembayaran servis,-2675164.49
7,2025-06-06,248213.16,expense,Entertainment,game topup,debit,Pembayaran game topup,2727315.16
42,2025-02-17,46059.75,expense,Food,WARUNG,debit,Pembayaran warung,-3075458.3
48,2025-06-28,666206.81,expense,Bills,pulsa,e-wallet,,-41287266.85
5,2025-01-27,146347.11,expense,,,cash,,132785.58
22,2025-11-11,58675.87,expense,Food,,e-wallet,Pembayaran warung,-3445358.48
43,2025-05-31,129530.41,expense,Food,go-food,e-wallet,Pembayaran go-food,-1499246.77
43,2025-04-09,598971.34,expense,,internet,e-wallet,,-1443506.44
5,2025-12-06,38796.98,expense,Food,,debit,,23116194.81
38,2025-02-02,23246.26,expense,Food,go-food,cash,Pembayaran go-food,6188671.95
34,2025-02-06,70447.6,expense,Food,restoran,debit,Pembayaran restoran,996563.28
1,2025-12-02,459731.87,expense,Entertainment,netflix,cash,Pembayaran netflix,28066627.44
34,2025-03-20,13452.51,expense,,bensin,debit,Pembayaran bensin,-3467322.84
13,2025-06-15,1038072.18,expense,Bills,asuransi,E-WALLET,Pembayaran asuransi,-6545325.32
1,2025-01-28,82331.35,expense,Food,kopi,e-wallet,Pembayaran kopi,-4508564.68
8,2025-10-10,83526.58,expense,Food,kopi,debit,Pembayaran kopi,3183745.19
27,2025-07-11,260456.58,expense,Food,warung,cash,Pembayaran warung,-27225104.27
5,2025-08-26,83010.4,expense,Food,go-food,e-wallet,Pembayaran go-food,23593320.17
18,2025-11-21,288615.14,expense,Entertainment,game topup,debit,Pembayaran game topup,34451392.62
10,2025-09-13,201310.7,expense,Food,restoran,e-wallet,,-7046882.47
44,2025-10-08,73204.86,expense,Others,biaya admin,e-wallet,Pembayaran biaya admin,-14345119.45
12,2025-05-13,9689.32,expense,others,biaya admin,debit,Pembayaran biaya admin,-1714991.82
34,2025-08-05,73289.4,expense,Food,warung,cash,Pembayaran warung,-7813569.92
43,2025-05-30,155317.36,expense,Food,restoran,e-wallet,Pembayaran restoran,-1369716.36
49,2025-01-25,43418.81,expense,Transport,ojek online,cash,Pembayaran ojek online,468219.45
18,2025-05-15,145128.29,expense,Food,restoran,debit,Pembayaran restoran,5727399.24
45,2025-08-20,141082.31,expense,Entertainment,game topup,cash,Pembayaran game topup,21909574.44
6,2025-12-29,14778.15,expense,Others,biaya admin,debit,Pembayaran biaya admin,-3002367.89
30,2025-07-14,210262.72,expense,SHOPPING,elektronik,cash,Pembayaran elektronik,-3069526.99
26,2025-01-11,43427.11,expense,Food,warung,e-wallet,Pembayaran warung,8711250.01
24,2025-11-24,484556.19,expense,Entertainment,netflix,debit,Pembayaran netflix,-30019578.76
19,2025-06-09,20386.01,expense,Food,kopi,debit,Pembayaran kopi,-1066036.17
37,2025-06-04,106461.51,expense,Entertainment,,cash,Pembayaran bioskop,13100908.27
26,2025-09-17,21400.82,expense,food,kopi,e-wallet,Pembayaran kopi,15240713.12
7,2025-08-01,144901.95,expense,Transport,tol,cash,Pembayaran tol,23585.64
38,2025-07-18,56966.06,expense,Food,go-food,debit,Pembayaran go-food,3560148.14
5,2025-04-20,85097.32,expense,,ojek online,cash,Pembayaran ojek online,4078586.16
7,2025-09-30,248247.14,expense,Food,minimarket,cash,Pembayaran minimarket,4962952.31
48,2025-06-21,226026.79,expense,Transport,ojek online,debit,Pembayaran ojek online,-38026129.83
39,2025-12-28,59130.56,expense,Food,,debit,Pembayaran kopi,-14669362.51
29,2025-11-16,4811.64,expense,Others,biaya admin,e-wallet,Pembayaran biaya admin,9895083.98
15,2025-09-27,750186.48,expense,Shopping,skincare,cash,Pembayaran skincare,-13714583.81
22,2025-03-19,713630.54,expense,Bills,internet,cash,,-6418204.36
31,2025-04-16,93876.74,expense,Food,go-food,debit,Pembayaran go-food,-5520804.88
42,2025-10-29,31740.17,expense,Others,HADIAH,e-wallet,Pembayaran hadiah,-32912319.66
44,2025-05-24,65867.94,expense,Others,sedekah,e-wallet,Pembayaran sedekah,-98756.72
34,2025-02-21,4337.72,expense,Others,biaya admin,debit,Pembayaran biaya admin,208924.77
20,2025-12-02,56265.21,expense,Food,go-food,debit,,-31516646.98
7,2025-04-05,96894.89,expense,Transport,bensin,debit,Pembayaran bensin,-3477569.98
46,2025-03-19,78389.83,expense,Transport,tol,cash,Pembayaran tol,-9115873.15
27,2025-10-30,379956.55,expense,Entertainment,spotify,debit,Pembayaran spotify,-30126526.53
12,2025-08-13,42400.42,expense,,tol,e-wallet,Pembayaran tol,9376360.73
23,2025-08-10,141883.46,expense,Transport,bensin,debit,Pembayaran bensin,-10250272.32
40,2025-04-06,221298.38,expense,,go-food,e-wallet,Pembayaran go-food,-7336989.86
39,2025-03-24,5297.85,expense,Others,sedekah,e-wallet,Pembayaran sedekah,-3071699.51
15,2025-05-27,188047.23,expense,entertainment,spotify,debit,Pembayaran spotify,1219026.62
31,2025-05-13,76924.42,expense,Food,kopi,debit,Pembayaran kopi,-10918503.87
11,2025-08-25,222516.04,expense,FOOD,kopi,debit,Pembayaran kopi,20993308.49
26,2025-02-20,13063.63,expense,Food,restoran,e-wallet,,6317054.76
48,2025-03-04,129941.58,expense,Transport,,cash,Pembayaran parkir,-7872693.93
35,2025-02-10,58653.13,expense,Transport,servis,e-wallet,Pembayaran servis,5721647.6
45,2025-10-11,60297.57,expense,Food,go-food,debit,Pembayaran go-food,20467925.06
14,2025-05-28,56294.98,expense,Food,restoran,cash,Pembayaran restoran,-3892092.08
30,2025-10-05,49965.81,expense,Food,restoran,e-wallet,Pembayaran restoran,-7980529.36
14,2025-09-28,184613.02,expense,Food,minimarket,e-wallet,Pembayaran minimarket,11445683.58
44,2025-02-09,88186.28,expense,,kopi,e-wallet,Pembayaran kopi,-4234222.09
34,2025-03-11,18379.23,expense,Transport,ojek online,e-wallet,Pembayaran ojek online,-1864546.85
7,2025-06-13,437451.04,expense,Bills,internet,e-wallet,Pembayaran internet,288068.51
36,2025-10-03,44888.67,expense,Others,biaya admin,e-wallet,Pembayaran biaya admin,6923167.69
37,2025-05-03,50541.66,expense,Food,warung,debit,Pembayaran warung,4051224.41
1,2025-03-01,414234.37,expense,Shopping,skincare,e-wallet,Pembayaran skincare,-1915342.41
34,2025-02-26,638163.36,expense,Bills,,debit,Pembayaran asuransi,-987722.55
25,2025-06-09,16435.48,expense,Others,LAIN-LAIN,debit,Pembayaran lain-lain,-2581676.19
40,2025-10-24,133580.32,expense,Food,minimarket,debit,Pembayaran minimarket,-32293608.59
49,2025-04-30,191372.55,expense,Entertainment,game topup,cash,Pembayaran game topup,22400326.56
40,2025-05-13,138749.07,expense,,KOPI,e-wallet,Pembayaran kopi,-18580550.96
13,2025-11-23,167325.45,expense,Food,go-food,cash,Pembayaran go-food,-19409357.66
8,2025-10-02,28534.87,expense,Transport,tol,debit,Pembayaran tol,-3589865.58
18,2025-07-31,143974.92,expense,Food,kopi,cash,Pembayaran kopi,15009027.23
29,2025-07-24,84146.71,expense,Shopping,pakaian,e-wallet,Pembayaran pakaian,9130554.88
13,2025-09-23,95267.02,expense,Food,warung,cash,Pembayaran warung,-8938907.61
24,2025-09-09,238634.33,expense,,go-food,cash,Pembayaran go-food,-7208831.71
13,2025-12-18,47662.1,expense,Transport,SERVIS,debit,Pembayaran servis,-5853049.6
21,2025-07-31,528071.3,expense,Shopping,,e-wallet,Pembayaran elektronik,-16787419.3
26,2025-01-07,27912.45,expense,Food,minimarket,cash,Pembayaran minimarket,8945803.74
39,2025-01-29,3147860.75,income,Salary,insentif,cash,Penerimaan insentif,2252863.56
24,2025-09-22,142874.77,expense,Transport,ojek online,debit,Pembayaran ojek online,-10106204.18
18,2025-05-14,488861.78,expense,Shopping,peralatan rumah,cash,Pembayaran peralatan rumah,5872527.53
50,2025-02-22,176527.36,expense,Food,warung,e-wallet,Pembayaran warung,1728756.99
32,2025-10-16,98646.16,expense,Food,KOPI,debit,Pembayaran kopi,-52002820.9
37,2025-04-28,100162.58,expense,Others,HADIAH,cash,Pembayaran hadiah,6058875.68
27,2025-07-30,320748.79,expense,Food,warung,debit,Pembayaran warung,-31037633.15
9,2025-11-16,192281.42,expense,bills,internet,e-wallet,Pembayaran internet,-20331426.31
35,2025-12-05,128232.98,expense,Entertainment,netflix,debit,Pembayaran netflix,9526911.38
33,2025-03-16,88558.92,expense,Food,minimarket,e-wallet,Pembayaran minimarket,1642652.72
45,2025-03-19,725921.56,expense,Bills,listrik,e-wallet,Pembayaran listrik,11717486.82
35,2025-10-10,25511.04,expense,Food,kopi,e-wallet,Pembayaran kopi,2852512.08
36,2025-02-28,271115.68,expense,Entertainment,game topup,debit,Pembayaran game topup,-1896096.87
13,2025-03-22,65619.28,expense,Food,warung,cash,Pembayaran warung,-5267848.83
13,2025-04-03,56197.46,expense,Transport,ojek online,e-wallet,Pembayaran ojek online,-270906.55
14,2025-11-28,55321.44,expense,Food,go-food,e-wallet,Pembayaran go-food,14548335.07
37,2025-07-24,175953.2,expense,Transport,ojek online,debit,Pembayaran ojek online,-1725510.28
31,2025-07-08,74854.29,expense,Transport,ojek online,E-WALLET,,-14858102.78
24,2025-11-07,87253.02,expense,Food,restoran,debit,Pembayaran restoran,-26268474.09
23,2025-08-05,112100.69,expense,,kopi,debit,Pembayaran kopi,-9626085.14
11,2025-12-30,178848.94,expense,Transport,tol,CASH,Pembayaran tol,25813766.38
20,2025-01-16,148503.87,expense,Food,minimarket,e-wallet,Pembayaran minimarket,-4212.56
29,2025-04-21,30602.91,expense,Food,RESTORAN,e-wallet,Pembayaran restoran,8618995.49
37,2025-02-04,30684.82,expense,others,sedekah,cash,Pembayaran sedekah,-4490302.85
38,2025-04-23,14090.62,expense,Food,kopi,cash,Pembayaran kopi,2856950.48
13,2025-06-01,197105.08,expense,Food,warung,debit,,-1786777.8
27,2025-02-13,1226131.4,expense,Bills,pulsa,debit,Pembayaran pulsa,7454062.38
26,2025-04-06,47764.57,expense,Transport,tol,cash,Pembayaran tol,5924743.17
44,2025-03-08,314180.22,expense,Food,kopi,debit,Pembayaran kopi,411301.14
45,2025-12-03,15659.62,expense,TRANSPORT,servis,e-wallet,Pembayaran servis,25905144.01
38,2025-09-23,51242.08,expense,Food,warung,cash,Pembayaran warung,6518708.34
20,2025-03-15,122596.68,expense,Food,restoran,debit,Pembayaran restoran,-5635210.48
2,2025-03-20,55156.42,expense,Food,kopi,E-WALLET,Pembayaran kopi,7011296.71
49,2025-05-01,1785854.4999999998,expense,Food,kopi,debit,Pembayaran kopi,22364609.47
27,2025-08-15,91863.01,expense,Food,go-food,e-wallet,Pembayaran go-food,-26765080.9
26,2025-02-21,113105.11,expense,Entertainment,konser,cash,Pembayaran konser,6203949.65
50,2025-04-12,116682.31,expense,Food,warung,CASH,Pembayaran warung,-16699035.41
30,2025-11-02,58585.3,expense,Food,restoran,cash,Pembayaran restoran,-9757506.17
22,2025-12-13,309345.81,expense,Food,restoran,debit,Pembayaran restoran,2406193.52
36,2025-05-04,122722.5,expense,Food,go-food,e-wallet,Pembayaran go-food,4313004.81
23,2025-10-13,218145.37,expense,Food,minimarket,cash,Pembayaran minimarket,-4433244.36
43,2025-09-04,6743.81,expense,,LAIN-LAIN,debit,,-1703625.93
21,2025-03-07,210966.29,expense,Shopping,SKINCARE,e-wallet,Pembayaran skincare,13653692.69
4,2025-06-14,61103.3,expense,Others,hadiah,debit,,-4782609.24
6,2025-09-27,463304.97,expense,Shopping,elektronik,cash,Pembayaran elektronik,4109234.95
30,2025-01-08,86388.09,expense,Food,kopi,cash,Pembayaran kopi,3473420.98
28,2025-04-22,59021.33,expense,,go-food,cash,Pembayaran go-food,14374853.54
43,2025-12-18,46004.15,expense,Food,warung,cash,Pembayaran warung,-15489984.29
36,2025-09-24,33036.64,expense,Transport,,e-wallet,Pembayaran servis,8901177.04
25,2025-06-01,134688.09,expense,Transport,parkir,debit,Pembayaran parkir,-9797347.4
44,2025-10-09,39684.49,expense,Transport,ojek online,cash,Pembayaran ojek online,-14384803.94
30,2025-08-29,49138.89,expense,Transport,servis,e-wallet,Pembayaran servis,-7755837.33
20,2025-01-05,70692.79,expense,OTHERS,biaya admin,cash,Pembayaran biaya admin,3401060.82
43,2025-11-20,988138.66,expense,BILLS,air,cash,Pembayaran air,-17170611.9
